producto,marca,precio_eur,precio_inr,cpu,ram_gb,almacenamiento_gb,gpu,tamanio_pantalla,sistema_operativo,warranty,spec_rating
Inspiron 3530 2023 Laptop,Dell,530.28,44190,TH GEN INTEL CORE I3 1305U,8,1024,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
Predator 16 NH.QLUSI.005 Laptop,Acer,1919.88,159990,TH GEN INTEL CORE I9 13900HX,16,1024,NVIDIA GEFORCE RTX 4060,16.0,Windows 11 OS,1,79.0
Victus 15-fb0134AX Gaming Laptop,HP,635.88,52990,TH GEN AMD RYZEN 5 5600H,16,512,AMD RADEON RX 6500M GRAPHICS,15.6,Windows 11 OS,1,70.0
Aspire Lite 2023 AL15-51 Laptop,Acer,479.88,39990,TH GEN INTEL CORE I5 1155G7,8,512,INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,62.0
Inspiron 2023 14 5430 Laptop,Dell,887.88,73990,TH GEN INTEL CORE I5 1335U,16,1024,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,63.0
IdeaPad Gaming 3 82K101L7IN Laptop,Lenovo,690.0,57500,TH GEN INTEL CORE I5 11320H,16,512,NVIDIA GTX 1650,15.6,Windows 11 OS,1,70.0
Vivobook Pro 15 M6500QF-HN521WS Laptop,Asus,719.88,59990,TH GEN AMD RYZEN 5 5600HS,8,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,60.0
Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop,Acer,647.88,53990,TH GEN INTEL CORE I5 12450H,16,512,NVIDIA GEFORCE GTX 1650,15.6,Windows 11 OS,1,69.0
VivoBook 14 X415EA-EK326WS Notebook,Asus,407.88,33990,TH GEN INTEL CORE I3 1115G4,8,512,INTEL INTEGRATED INTEL UHD,14.0,Windows 11 OS,1,69.32352941176471
Inspiron 5630 Laptop,Dell,911.88,75990,TH GEN INTEL CORE I5 1340P,16,512,INTEL IRIS XE GRAPHICS,16.0,Windows 11 OS,1,70.0
MacBook Air 15 2023 Laptop,Apple,1739.88,144990,APPLE M2,8,512,10-CORE GPU,15.3,Mac OS,1,69.32352941176471
Vivobook 15 X1502ZA-EJ542WS Laptop,Asus,726.47,60539,TH GEN INTEL CORE I5 12500H,16,512,INTEL IRIS XE,15.6,Windows 11 OS,1,64.0
Vivobook 15 M1502QA-EJ742WS Laptop,Asus,683.88,56990,TH GEN AMD RYZEN 7 5800H,16,512,AMD RADEON,15.6,Windows OS,1,69.32352941176471
Pavilion 15-eg3027TU Laptop,HP,906.4,75533,TH GEN INTEL CORE I5 1340P,16,512,INTEL INTEGRATED INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,66.0
G15-5530 GN553064GRM002ORB1 Gaming Laptop,Dell,899.88,74990,TH GEN INTEL CORE I5 13450HX,8,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,69.0
TUF Gaming A15 FA577NU-LP082W Gaming Laptop,Asus,1139.88,94990,TH GEN AMD RYZEN 7 7735HS,16,512,NVIDIA GEFORCE RTX 4050,15.6,Windows 11 OS,1,77.0
ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop,Asus,2159.88,179990,TH GEN INTEL CORE I9 13980HX,16,1024,NVIDIA GEFORCE RTX 4060,16.0,Windows 11 OS,1,77.0
Vivobook 16X 2023 K3605ZC-MB541WS Laptop,Asus,935.88,77990,TH GEN INTEL CORE I5 12450H,16,512,NVIDIA GEFORCE RTX 3050,16.0,Windows 11 OS,1,72.0
15s-fr5009TU Laptop,HP,455.88,37990,TH GEN INTEL CORE I3 1215U,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
15-fd0013TU Laptop,HP,755.88,62990,TH GEN INTEL CORE I5 1335U,16,512,INTEL INTEGRATED INTEGRATED,15.6,Windows 11 OS,1,69.32352941176471
Predator Helios Neo 16 PHN16-71 2023 Gaming Laptop,Acer,1559.99,129999,TH GEN INTEL CORE I7 13700HX,16,1024,NVIDIA GEFORCE RTX 4060,16.0,Windows 11 OS,1,78.0
Pavilion 15-eh2050AU Laptop,HP,635.88,52990,TH GEN AMD RYZEN 5 5625U,8,512,AMD RADEON GRAPHICS,15.6,Windows 11 OS,1,62.0
Predator Helios Neo 16 PHN16-71 Laptop,Acer,1259.88,104990,TH GEN INTEL CORE I7 13700HX,16,512,NVIDIA GEFORCE RTX 4050,16.0,Windows 11 OS,1,75.0
Book Prime CloudPro002 Laptop,Realme,575.99,47999,TH GEN INTEL CORE I5 11320H,8,512,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,62.0
Predator Helios Neo 16 PHN16-71 Gaming Laptop,Acer,1373.99,114499,TH GEN INTEL CORE I7 13700HX,16,1024,NVIDIA GEFORCE RTX 4050,16.0,Windows 11 OS,1,75.0
Pavilion 15-eg2017TU Laptop,HP,599.88,49990,TH GEN INTEL CORE I3 1215U,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,60.0
Vivobook 15 X1502ZA-EJ953WS Laptop,Asus,479.88,39990,TH GEN INTEL CORE I3 1215U,8,512,INTEL IRIS XE,15.6,Windows 11 OS,1,69.32352941176471
Nitro 5 AN515-47 2023 Gaming Laptop,Acer,827.88,68990,TH GEN AMD RYZEN 5 7535HS,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,73.0
Nitro 5 AN515-47 Gaming Laptop,Acer,959.88,79990,TH GEN AMD RYZEN 7 7735HS,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,72.0
GF63 Thin 11UC-1293IN Gaming Laptop,MSI,797.88,66490,TH GEN INTEL CORE I7 11800H,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,2,75.0
Vivobook S14 Flip 2022 TN3402QA-LZ741WS Laptop,Asus,839.88,69990,TH GEN AMD RYZEN 7 5800H,16,512,AMD RADEON GRAPHICS,14.0,Windows 11 OS,1,70.0
Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop,Asus,1037.88,86490,TH GEN INTEL CORE I5 13500H,16,512,INTEL INTEGRATED IRIS XE,15.6,Windows 11 OS,1,65.0
15-fc0025AU Laptop,HP,393.48,32790,TH GEN AMD RYZEN 3 7320U,8,512,AMD RADEON AMD,15.6,Windows 11 OS,1,69.32352941176471
ROG Zephyrus Duo 16,Asus,5159.88,429990,TH GEN AMD RYZEN 9 7945HX,32,2048,NVIDIA GEFORCE RTX 4090,16.0,Windows 11 OS,1,69.32352941176471
Vostro 3425 M552321WIN9S Laptop,Dell,599.88,49990,TH GEN AMD RYZEN 5 5625U,16,512,AMD RADEON GRAPHICS,14.0,Windows 11 OS,1,68.0
Modern 14 C7M-062IN Laptop,MSI,527.88,43990,TH GEN AMD RYZEN 5 7530U,16,512,AMD RADEON AMD,14.0,Windows 11 OS,1,62.0
Modern 14 C11M-030IN Laptop,MSI,443.88,36990,TH GEN INTEL CORE I5 1155G7,8,512,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,69.32352941176471
Sword 15 A12VF-401IN Gaming Laptop,MSI,1235.88,102990,TH GEN INTEL CORE I7 12650H,16,1024,NVIDIA GEFORCE RTX 4060,15.6,Windows 11 OS,2,79.0
Extensa 15 EX215-33 Laptop,Acer,359.88,29990,INTEL CORE I3 N305,8,256,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
Pavilion x360 14-ek1010TU Laptop,HP,934.67,77889,TH GEN INTEL CORE I5 1335U,16,1024,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,70.0
Galaxy Book 3 NP750XFG-KB1IN Laptop,Samsung,839.88,69990,TH GEN INTEL CORE I5 1335U,8,512,INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Galaxy Book 3 360 NP750QFG-KA3IN Laptop,Samsung,1667.88,138990,TH GEN INTEL CORE I7 1360P,16,1024,INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,74.0
Victus 15-fb0777AX Gaming Laptop,HP,623.88,51990,TH GEN AMD RYZEN 5 5600H,8,512,AMD RADEON RX 6500M GRAPHICS,15.6,Windows 11 OS,1,67.0
Galaxy Book 3 Laptop,Samsung,839.88,69990,TH GEN INTEL CORE I5 1340P,8,512,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
Vivobook Pro 15 OLED M3500QC-L1502WS Gaming Laptop,Asus,875.88,72990,TH GEN AMD RYZEN 5 5600H,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,66.0
Vivobook 16X M1603QA-MB512WS Laptop,Asus,604.8,50400,TH GEN AMD RYZEN 5 5600H,16,512,AMD RADEON VEGA 7,16.0,Windows 11 OS,1,67.0
Latitude 3430 Laptop,Dell,1296.0,108000,TH GEN INTEL CORE I5 1235U,8,512,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,60.0
Inspiron 3520 Laptop,Dell,611.88,50990,TH GEN INTEL CORE I5 1235U,8,1024,INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
IdeaPad Gaming 3 15IHU6 82K101EDIN Laptop,Lenovo,575.88,47990,TH GEN INTEL CORE I5 11300H,8,512,NVIDIA GEFORCE RTX 3050 GRAPHICS,15.6,Windows 11 OS,1,67.0
Omen 16-n0079AX Gaming Laptop,HP,1103.88,91990,TH GEN AMD RYZEN 7 6800H,16,512,AMD RADEON RX 6650M,16.1,Windows 11 OS,1,80.0
One 14 Z2-493 Laptop,Acer,305.39,25449,RD GEN AMD RYZEN 3 3250U,8,256,AMD RADEON GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
Aspire 3 A315-59 Laptop,Acer,398.48,33207,TH GEN INTEL CORE I3 1215U,8,512,INTEL GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Pavilion 15s-FR5007TU Laptop,HP,635.88,52990,TH GEN INTEL CORE I5 1235U,8,512,INTEL IRIS XE,15.6,Windows 11 OS,1,69.32352941176471
Vostro 3425 Laptop,Dell,509.21,42434,TH GEN AMD RYZEN 5 5625U,8,512,AMD RADEON GRAPHICS,14.0,Windows 11 OS,1,66.0
15s-du3614TU Laptop,HP,506.4,42200,TH GEN INTEL CORE I3 1115G4,8,1024,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,65.0
Pavilion 15s-eq2182AU Laptop,HP,503.88,41990,TH GEN AMD RYZEN 5 5500U,16,512,AMD RADEON GRAPHICS,15.6,Windows 11 OS,1,60.0
TUF Gaming A15 2022 FA577RE-HN055WS Gaming Laptop,Asus,970.8,80900,TH GEN AMD RYZEN 7 6800H,16,512,NVIDIA GEFORCE RTX 3050 TI,15.6,Windows 11 OS,1,79.0
Vivobook 15 Touch X515EA-EZ311WS Laptop,Asus,467.88,38990,TH GEN INTEL CORE I3 1115G4,8,512,INTEL INTEGRATED UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
MacBook Air 2022 Laptop,Apple,1631.88,135990,APPLE M2 APPLE M2 CHIP,8,512,10-CORE GPU,13.6,Mac OS,1,69.32352941176471
Vivobook S15 OLED K3502ZA-L501WS Laptop,Asus,869.88,72490,TH GEN INTEL CORE I5 12500H,16,512,INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,64.0
Vivobook S14 OLED S3402ZA-KM501WS Laptop,Asus,869.88,72490,TH GEN INTEL CORE I5 12500H,16,512,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,62.0
Inspiron 3511 Laptop,Dell,431.88,35990,TH GEN INTEL CORE I3 1115G4,8,512,INTEL UHD GRAPHICS,15.56,Windows 11 OS,1,69.32352941176471
Mi Notebook Ultra Laptop,Xiaomi,551.87,45989,TH GEN INTEL CORE I5 11300H,8,512,INTEL IRIS XE GRAPHICS,15.6,Windows 10  OS,1,64.0
Inspiron 3501 Laptop,Dell,630.0,52500,TH GEN INTEL CORE I5 1135G7,8,1024,INTEL IRIS XE GRAPHICS,15.6,Windows 10 OS,1,69.32352941176471
Latitude 3410 Laptop,Dell,719.99,59999,TH GEN INTEL CORE I5 10210U,8,512,INTEL HD,14.0,Ubuntu OS,1,69.32352941176471
MacBook Air 2020 MGN73HN Laptop,Apple,1355.88,112990,APPLE M1 APPLE M1 CHIP,8,512,APPLE M1 INTEGRATED GRAPHICS,13.3,Mac OS,1,69.32352941176471
Pura NS14A6 Laptop,Avita,263.88,21990,RD GEN AMD RYZEN 5 3500U,8,512,AMD RADEON VEGA 8,14.0,Windows 10 OS,1,69.32352941176471
MacBook Pro 16 Laptop,Apple,2417.98,201498,TH GEN INTEL CORE I9,32,2048,RADEON PRO 5500M,16.0,Mac Catalina OS,1,81.0
Victus 15-fa1145TX Gaming Laptop,HP,779.88,64990,TH GEN INTEL CORE I5 12450H,16,1024,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,72.0
Thinkpad E14 G4 21E3S00P00 Laptop,Lenovo,827.99,68999,TH GEN INTEL CORE I5 1235U,8,512,INTEL IRIS XE GRAPHICS,14.0,DOS OS,0,63.0
Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop,Lenovo,731.88,60990,TH GEN AMD RYZEN 5 7535HS,8,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,66.0
Inspiron 3520 IN3520P9K46002ORS1 Laptop,Dell,491.88,40990,TH GEN INTEL CORE I3 1215U,8,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
LOQ 15APH8 82XT004KIN Gaming Laptop,Lenovo,1292.28,107690,TH GEN AMD RYZEN 7 7840HS,16,512,NVIDIA GEFORCE RTX 4060,15.6,Windows 11 OS,1,75.0
V15 G4 Laptop,Lenovo,305.88,25490,AMD ATHLON SILVER 7120U,8,512,AMD RADEON 610M,15.6,Windows 11 OS,1,69.32352941176471
15s-FR5012TU Laptop,HP,467.99,38999,TH GEN INTEL CORE I3 1215U,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
INBook Y1 Plus 15 XL28 Laptop,Infinix,719.88,59990,TH GEN INTEL CORE I5 1035G1,8,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
Victus 15-FA1098TX Laptop,HP,731.88,60990,TH GEN INTEL CORE I5 12450H,8,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,64.0
Victus 15-fb1002AX Gaming Laptop,HP,666.0,55500,TH GEN AMD RYZEN 5 7535HS,8,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,70.0
Pavilion Plus ‎16-ab0456TX Laptop,HP,1499.99,124999,TH GEN INTEL CORE I7 13700H,16,1024,NVIDIA GEFORCE RTX 3050,16.0,Windows 11 OS,1,76.0
Omen 16-XD0007ax Gaming Laptop,HP,1259.88,104990,TH GEN AMD RYZEN 7 7840HS,16,1024,NVIDIA GEFORCE RTX 4050,16.1,Windows 11 OS,1,76.0
Katana 15 B12VGK-1295IN Gaming Laptop,MSI,1643.88,136990,TH GEN INTEL CORE I7 12650H,16,1024,NVIDIA GEFORCE RTX 4070,15.6,Windows 11 OS,2,72.0
Legion Slim 5 82Y9009JIN Gaming Laptop,Lenovo,1583.88,131990,TH GEN AMD RYZEN 7 7840HS,16,1024,NVIDIA GEFORCE RTX 4060,16.0,Windows 11 OS,1,83.0
IdeaPad Slim 3 14ITL6 82H701N3IN Laptop,Lenovo,437.88,36490,TH GEN INTEL CORE I3 1115G4,8,512,INTEL UHD GRAPHICS,14.0,Windows 11 OS,1,60.0
ROG Flow X13 GV302XV-MU016WS Gaming Laptop,Asus,2265.02,188752,TH GEN AMD RYZEN 9 7940HS,16,1024,NVIDIA GEFORCE RTX 4060,13.4,Windows 11 OS,1,75.0
250 G9 7M657PA Laptop,HP,443.99,36999,TH GEN INTEL CORE I3 1215U,8,512,INTEL INTEGRATED,15.6,Windows 11 OS,1,60.0
Yoga 7 82YL0095IN Laptop,Lenovo,1114.68,92890,TH GEN INTEL CORE I5 1340P,16,1024,INTEGRATED INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,75.0
Inspiron 7430 2 in 1 2023 Laptop,Dell,695.88,57990,TH GEN INTEL CORE I3 1315U,8,256,INTEL UHD GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
15s-fy5007TU Laptop,HP,623.99,51999,TH GEN INTEL CORE I5 1235U,8,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,62.0
Yoga Slim 6 83E00006IN Laptop,Lenovo,959.88,79990,TH GEN INTEL CORE I5 13500H,16,512,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,69.32352941176471
IdeaPad Flex 5 14IRU8 82Y00051IN Laptop,Lenovo,922.68,76890,TH GEN INTEL CORE I5 1335U,16,512,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,64.0
IdeaPad 1 15ALC7 82R400BSIN Laptop,Lenovo,453.48,37790,TH GEN AMD RYZEN 5 5500U,8,512,AMD RADEON,15.6,Windows 11 OS,1,69.32352941176471
One 11 Z8-284 UN.013SI.033 Laptop,Acer,215.88,17990,INTEL CELERON N4500,8,128,INTEL INTEGRATED UHD,11.6,Windows 11 OS,1,69.32352941176471
15s-fy5006TU Laptop,HP,467.88,38990,TH GEN INTEL CORE I3 1215U,8,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
IdeaPad 3 15ITL6 82H803LJIN Laptop,Lenovo,503.88,41990,TH GEN INTEL CORE I5 1155G7,8,512,INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,63.0
IdeaPad Slim 5 82XD005RIN Laptop,Lenovo,827.88,68990,TH GEN INTEL CORE I5 13420H,16,512,INTEGRATED INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,2,69.32352941176471
Pavilion 14-dv2153TU Laptop,HP,839.88,69990,TH GEN INTEL CORE I5 1235U,16,1024,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,67.0
TravelMate P2 TMP214-53 Business Laptop,Acer,683.88,56990,TH GEN INTEL CORE I7 1165G7,16,1024,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,65.0
ROG Strix G15 G513RC-HN251WS Gaming Laptop,Asus,1079.88,89990,TH GEN AMD RYZEN 7 6800H,16,1024,NVIDIA GEFORCE RTX RTX 3050,15.6,Windows 11 OS,1,71.0
Thin GF63 12UC-846IN Gaming Laptop,MSI,755.88,62990,TH GEN INTEL CORE I5 12450H,16,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,2,71.0
IdeaPad Slim 3 82RK00VWIN Laptop,Lenovo,455.88,37990,TH GEN INTEL CORE I3 1215U,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
IdeaPad Gaming 3 82SB00V4IN Laptop,Lenovo,707.88,58990,TH GEN AMD RYZEN 5 6600H,8,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,60.0
IdeaPad 1 15AMN7 82VG00EQIN Laptop,Lenovo,323.88,26990,AMD ATHLON 7120U,8,512,AMD RADEON 610M GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop,Asus,1139.88,94990,TH GEN INTEL CORE I5 13450HX,16,1024,NVIDIA GEFORCE RTX 3050,16.0,Windows 11 OS,1,70.0
ROG Strix G17 G713RC-HX109WS Gaming Laptop,Asus,1034.27,86189,TH GEN AMD RYZEN 7 6800H,16,512,NVIDIA GEFORCE RTX 3050,17.3,Windows 11 OS,1,71.0
FreeBook Laptop,Chuwi,455.88,37990,TH GEN INTEL CORE I3 1215U,12,512,INTEL INTEGRATED INTEL UHD GRAPHICS,13.5,Windows 11 OS,1,69.32352941176471
Legion Slim 7 16IRH8 82Y3007QIN Gaming Laptop,Lenovo,2339.88,194990,TH GEN INTEL CORE I9 13900H,16,1024,NVIDIA GEFORCE RTX 4060,16.0,Windows 11 OS,1,89.0
IdeaPad Gaming 3 15IHU6 82K101PBIN Laptop,Lenovo,623.88,51990,TH GEN INTEL CORE I5 11320H,8,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,67.0
IdeaPad Slim 3 82H803U0IN Laptop,Lenovo,383.88,31990,TH GEN INTEL CORE I3 1115G4,8,256,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop,Acer,503.88,41990,TH GEN INTEL CORE I3 1305U,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
VivoBook 15 X1500EA-EJ311W Laptop,Asus,383.88,31990,TH GEN INTEL CORE I3 1115G4,8,256,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
Vivobook 15 X1504ZA-NJ542WS Laptop,Asus,616.68,51390,TH GEN INTEL CORE I5 1235U,16,512,INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,60.0
Pavilion 15-eg3018TU Laptop,HP,922.8,76900,TH GEN INTEL CORE I5 1335U,16,1024,INTEL INTEGRATED INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
15s-fq3066TU Laptop,HP,334.68,27890,INTEL CELERON N4500,8,512,INTEL INTEGRATED UHD,15.6,Windows 11 OS,1,69.32352941176471
IdeaPad 3 82H803HRIN Laptop,Lenovo,683.88,56990,TH GEN INTEL CORE I7 1165G7,16,512,INTEGRATED INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,60.0
Vivobook Pro 15 M6500QC-HN751WS Laptop,Asus,887.88,73990,TH GEN AMD RYZEN 7 5800HS,16,1024,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,64.0
255 G9 841W6PA Laptop,HP,299.99,24999,RD GEN AMD RYZEN 3 3250U,8,512,AMD RADEON GRAPHICS,15.6,DOS 3.0 OS,1,69.32352941176471
255 G8 7J035AA Laptop,HP,407.99,33999,TH GEN AMD RYZEN 5 5500U,8,256,AMD RADEON,15.6,Windows 11  OS,1,69.32352941176471
IdeaPad Slim 5 16IAH8 83BG000PIN Laptop,Lenovo,743.88,61990,TH GEN INTEL CORE I5 12450H,16,512,INTEL UHD GRAPHICS,16.0,Windows 11 OS,1,63.0
Victus15-fb0147AX Gaming Laptop,HP,575.88,47990,TH GEN AMD RYZEN 5 5600H,8,512,AMD RADEON AMD RADEON RX 6500M,15.6,Windows 11 OS,1,62.0
TUF Gaming F15  FX506HF-HN075W Gaming Laptop,Asus,647.88,53990,TH GEN INTEL CORE I5 11260H,8,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,66.0
15S-EQ1550AU Laptop,HP,382.68,31890,RD GEN AMD RYZEN 3 3250U,8,512,AMD RADEON GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Vivobook Pro 15 M6500QF-HN541WS Creator Laptop,Asus,748.68,62390,TH GEN AMD RYZEN 5 5600H,16,512,NVIDIA GEFORCE GTX 2050,15.6,Windows 11 OS,1,63.0
Nuvobook Pro Laptop,Wings,599.88,49990,TH GEN INTEL CORE I7 1165G7,16,512,INTEL GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
Nuvobook S1 Laptop,Wings,359.88,29990,TH GEN INTEL CORE I3 1125G4,8,256,INTEL GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
INBook X3 Slim Series XL422 Laptop,Infinix,599.88,49990,TH GEN INTEL CORE I7 1255U,16,512,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,69.32352941176471
Vostro 3430 Laptop,Dell,521.88,43490,TH GEN INTEL CORE I3 1305U,8,512,INTEL UHD GRAPHICS,14.0,Windows 11 OS,1,69.32352941176471
Inspiron 7430 2 in 1 Touch Laptop,Dell,1147.68,95640,TH GEN INTEL CORE I5 1335U,16,1024,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,60.0
Omen 16-xf0060AX Gaming Laptop,HP,1511.88,125990,TH GEN AMD RYZEN 7 7840HS,16,1024,NVIDIA GEFORCE RTX 4060,16.0,Windows 11 OS,1,80.0
Pavilion 15-eg3017TU Laptop,HP,875.88,72990,TH GEN INTEL CORE I5 1335U,16,1024,INTEL INTEGRATED INTEL IRIS XE GRAPHICS,15.6,Windows 11 OS,1,63.0
Thin GF63 11UCX-1497IN Gaming Laptop,MSI,575.88,47990,TH GEN INTEL CORE I5 11260H,8,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,2,69.0
Victus  15-fa1060TX  Gaming Laptop,HP,1199.99,99999,TH GEN INTEL CORE I5 13500H,16,512,NVIDIA GEFORCE RTX 4050,15.6,Windows 11 OS,1,71.0
Vivobook 15 X1504ZA-NJ325WS Laptop,Asus,491.88,40990,TH GEN INTEL CORE I3 1215U,8,512,INTEGRATED INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Zenbook Flip 14 OLED UP5401ZA-KU741WS Laptop,Asus,1139.88,94990,TH GEN INTEL CORE I7 12700H,16,512,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,75.0
VivoBook 15 X1500EA-EJ326WS Laptop,Asus,455.88,37990,TH GEN INTEL CORE I3 1115G4,8,512,INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop,Lenovo,887.88,73990,TH GEN INTEL CORE I5 12450H,16,512,NVIDIA GEFORCE RTX 2050,15.6,Windows 11 OS,1,69.0
LOQ 15APH8 82XT009CIN 2023 Gaming Laptop,Lenovo,1319.88,109990,TH GEN AMD RYZEN 7 7840HS,16,512,NVIDIA GEFORCE RTX 4060,15.6,Windows 11 OS,1,75.0
Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop,Acer,791.99,65999,TH GEN INTEL CORE I5 12450H,8,512,NVIDIA GEFORCE RTX 3050,15.6,Windows 11 OS,1,65.0
Aspire Lite AL15-51 2023 Laptop,Acer,431.88,35990,TH GEN AMD RYZEN 5 5500U,8,512,AMD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Vivobook 15 X1504ZA-NJ321WS Laptop,Asus,455.76,37980,TH GEN INTEL CORE I3 1215U,8,512,INTEGRATED INTEL UHD GRAPHICS,15.6,Windows 11 OS,1,69.32352941176471
Modern 15 B11M-061IN Laptop,MSI,489.47,40789,TH GEN INTEL CORE I5 1155G7,16,512,INTEL INTEGRATED IRIS XE,15.6,Windows 11 OS,1,63.0
Alienware M18 R1 2023 Gaming Laptop,Dell,5400.47,450039,TH GEN INTEL CORE I9 13980HX,64,1024,NVIDIA GEFORCE RTX 4090,18.0,Windows 11 OS,1,83.0
Vivobook 14X K3405ZFB-KM752WS Laptop,Asus,1079.88,89990,TH GEN INTEL CORE I7 12650H,16,1024,NVIDIA GEFORCE RTX 2050,14.0,Windows 11 OS,1,75.0
Aspire 5 15 A515-58M Gaming Laptop,Acer,683.88,56990,TH GEN INTEL CORE I5 1335U,16,512,NVIDIA GEFORCE RTX2050,15.6,Windows 11 OS,1,60.0
NU14A1 Laptop,Walker,203.88,16990,INTEL CELERON N4020,4,128,INTEL INTEGRATED UHD GRAPHICS,14.1,Windows 11 OS,1,69.32352941176471
Swift 3 OLED SF314-71 NX.K9PSI.003 Laptop,Acer,659.88,54990,TH GEN INTEL CORE I5 12500H,8,512,INTEL INTEGRATED IRIS XE,14.0,Windows 11 OS,1,63.0
Inspiron 14 5430 2023 Laptop,Dell,804.0,67000,TH GEN INTEL CORE I5 1335U,8,1024,INTEL IRIS XE GRAPHICS,14.0,Windows 11 OS,1,60.0
